2026-03-24 05:10:36 | INFO     | pipeline | Experiment 3 — Memory-Level Profile Bias
2026-03-24 05:10:36 | INFO     | pipeline | Run output directory: experiment_3/runs/full_n5
2026-03-24 05:10:36 | INFO     | pipeline | ============================================================
2026-03-24 05:10:36 | INFO     | pipeline | STEP 1/6: Running experiment (250 API calls)
2026-03-24 05:10:36 | INFO     | pipeline | ============================================================
2026-03-24 05:10:36 | INFO     | pipeline | Profile A (high_sophistication_nontechnical): 499 chars
2026-03-24 05:10:36 | INFO     | pipeline | Profile B (control): no system prompt (control)
2026-03-24 05:10:36 | INFO     | pipeline | Profile C (low_sophistication_nontechnical): 321 chars
2026-03-24 05:10:36 | INFO     | pipeline | Profile D (high_sophistication_technical): 418 chars
2026-03-24 05:10:36 | INFO     | pipeline | Profile E (low_sophistication_technical): 321 chars
2026-03-24 05:10:36 | INFO     | pipeline | Model sonnet: 125 calls (randomized, seed=42)
2026-03-24 05:10:36 | INFO     | pipeline | [1/125] sonnet A(high_sophistication_nontechnical) task2 run5
2026-03-24 05:12:19 | INFO     | pipeline |   -> sys=499 chars, prompt=173 chars, out=1264 est tokens, 102949.8ms
2026-03-24 05:12:19 | INFO     | pipeline | [2/125] sonnet D(high_sophistication_technical) task5 run2
2026-03-24 05:13:34 | INFO     | pipeline |   -> sys=418 chars, prompt=1366 chars, out=1187 est tokens, 75512.7ms
2026-03-24 05:13:34 | INFO     | pipeline | [3/125] sonnet D(high_sophistication_technical) task5 run5
2026-03-24 05:15:03 | INFO     | pipeline |   -> sys=418 chars, prompt=1366 chars, out=1483 est tokens, 89090.5ms
2026-03-24 05:15:03 | INFO     | pipeline | [4/125] sonnet D(high_sophistication_technical) task5 run4
2026-03-24 05:16:29 | INFO     | pipeline |   -> sys=418 chars, prompt=1366 chars, out=532 est tokens, 86343.0ms
2026-03-24 05:16:29 | INFO     | pipeline | [5/125] sonnet C(low_sophistication_nontechnical) task5 run1
2026-03-24 05:17:07 | INFO     | pipeline |   -> sys=321 chars, prompt=1366 chars, out=1346 est tokens, 37284.5ms
